player_id,player_name,team_id,player_role
10366616,Sneyking,8291895,Support
16497807,tOfu,8599101,Support
25907144,Cr1t-,39,Support
54580962,Insania,2163,Support
73562326,zai,2163,Core
77490514,Boxi,2163,Support
86698277,33,8291895,Core
86745912,天鸽,39,Core
91730177,Seleri,8599101,Support
94155156,Fly,39,Support
94786276,Nine,8291895,Mid
96803083,Stormstormer,8605863,Mid
97590558,Ace ♠,8599101,Core
97658618,Timado,8260983,Core
100058342,skiter,8291895,Core
100471531,Jabz,8597976,Core
100594231,skem,8169775,Support
101259972,Oli~,8597976,Support
103735745,Saksa,8291895,Support
106305042,Larl,7119388,Mid
108717482,"roddgeee,",8169775,Support
111114687,WhyouSm1Le,15,Support
113331514,Miposhka,7119388,Support
116934015,dyrachyo,8599101,Core
117089283,Panda,8255756,Support
117731777,XCJ,6209804,Support
118233883,AlaCrity-,6209804,Mid
119535307,Felixciaoba,6209804,Support
119631156,stingeR,8254400,Support
124801257,Nightfall,8255888,Core
126212866,SaberLight,39,Core
127565532,Fishman,8605863,Support
129958758,Xxs,6209166,Core
134556694,Solo,7422789,Support
136178375,Lww,4,Support
136829091,Whitemon,8260983,Support
140288368,Tobi,8605863,Core
146711951,Force,8169775,Core
148215639,Monet,6209166,Core
150961567,planet,15,Support
152962063,m1CKe,2163,Mid
153836240,C.smile <,8255756,Mid
154715080,Abed,39,Mid
155332459,Matthew,8255756,Support
156029808,Carlo,8254145,Support
157989498,Scofield,8254400,Support
161839895,Antares,7422789,Support
164530809,Salad,4,Support
164685175,K1 tqmD,8254400,Core
165564598,MieRo`,7422789,Core
171262902,医者watson`,8605863,Core
173378701,Bob,8254145,Mid
173978074,NothingToSay,15,Mid
183378746,皮球,6209166,Support
184620877,kasane,8260983,Core
186627166,Flyby,6209804,Core
193815691,Q,8597976,Support
196878136,Kataomi`,8605863,Support
201358612,Nisha,2163,Core
207829314,BoBoKa,6209166,Support
212560917,Kokz,8169775,Mid
221666230,Quinn,8599101,Mid
230617400,Night,4,Mid
238239590,Bryle,8260983,Mid
255219872,Xwy,6209166,Mid
256156323,Mira,7119388,Support
292921272,Wisper,8255756,Core
301750126,Mikoto,8597976,Mid
302214028,Collapse,7119388,Core
317880638,Save-,8255888,Support
320252024,shiro,15,Core
321580662,Yatoro雨,7119388,Core
331855530,Pure~,8255888,Core
337575662,Tino,8254145,Core
339235645,Pakazs,8255756,Core
343084576,"NARMAN",8169775,Support
346412363,Ari,8260983,Support
352545711,DarkMago♡,8254400,Mid
363724571,xiaoyu,4,Core
375507918,23,8597976,Core
376376587,eGo,6209804,Core
389022189,Palos,8254145,Core
399862798,Shanks,8254145,Support
408729743,Sacred,8254400,Core
431770905,TORONTOTOKYO,8255888,Support
480412663,gpk~,8255888,Mid
858106446,kiyotaka,7422789,Mid
1171877280,项羽,15,NA
