player_id,series_id,series_type,match_id,start_time,kills,deaths,creep_score,gold_per_min,tower_kills,roshan_kills,team_fight,obs_wards_planted,camps_stacked,runes_grabbed,first_blood,stuns,total
41231571,589110,1,6150376434,1629824789,0.8999999999999999,0.6000000000000001,0.768,0.87,6,1,1.73684211,0,0.5,1.5,0,0.10164185,13.97648396
12231202,589110,1,6150376434,1629824789,0.6,2.1,0.939,0.87,0,0,2.2105263,0,1,3.75,0,0.13493092,11.60445722
412753955,589110,1,6150376434,1629824789,2.4,1.8,1.107,1.114,0,0,2.6842104,0.5,0,1.75,0,0,11.3552104
18180970,589110,1,6150376434,1629824789,0.8999999999999999,-0.2999999999999998,0.423,0.62,0,0,1.8947367,3.5,1,0.25,0,3.643879,11.9316157
94049589,589110,1,6150376434,1629824789,0.8999999999999999,-0.8999999999999999,0.195,0.53,0,0,2.05263162,6,1,0.5,0,0.1003418,10.377973420000002
54580962,589110,1,6150376434,1629824789,0,1.5,0.183,0.538,0,0,0.8461539,6.5,1,0.25,0,0,10.8171539
86738694,589110,1,6150376434,1629824789,4.8,2.7,1.425,1.696,8,2,2.1538461900000003,0,2,0.75,0,0,25.52484619
152962063,589110,1,6150376434,1629824789,4.2,2.1,1.161,1.368,1,0,1.9230769800000005,0,0,3.25,0,0.4074341000000001,15.40951108
77490514,589110,1,6150376434,1629824789,0.6,2.1,0.5640000000000001,0.79,0,0,2.1538461900000003,0.5,0,1,4,2.8968288500000003,14.604675040000002
401792574,589110,1,6150376434,1629824789,2.1,0.8999999999999999,0.156,0.556,0,0,1.23076926,3.5,2,0.75,0,0,11.19276926
54580962,589110,1,6150275324,1629820620,0.6,1.2000000000000002,0.153,0.516,0,0,1.57142865,6.5,3,0.5,4,2.06938935,20.109818
86738694,589110,1,6150275324,1629820620,1.5,1.5,0.864,0.99,1,0,2.14285719,0.5,1,2.5,0,0.508374,12.50523119
152962063,589110,1,6150275324,1629820620,1.2,1.5,1.035,0.998,0,0,1.00000002,0,0,0.5,0,0,6.23300002
77490514,589110,1,6150275324,1629820620,2.4,2.1,0.792,1.048,1,0,2.7142857,0,0.5,0.5,0,0,11.0542857
401792574,589110,1,6150275324,1629820620,0.6,0.8999999999999999,0.08700000000000001,0.518,0,0,1.42857144,1.5,2.5,1.25,0,1.9571331,10.74070454
41231571,589110,1,6150275324,1629820620,1.5,1.8,0.429,0.796,0,0,1.6153847099999998,0,0.5,0.25,0,2.448789,9.33917371
12231202,589110,1,6150275324,1629820620,2.1,2.4,0.921,1.156,3,1,2.0769231,0.5,1.5,2.75,0,0,17.4039231
412753955,589110,1,6150275324,1629820620,2.4,2.7,1.089,1.462,6,1,1.96153842,0,1.5,1,0,0.54185085,19.65438927
18180970,589110,1,6150275324,1629820620,1.2,0.30000000000000027,0.093,0.596,0,0,1.5,3.5,2.5,1,0,4.982667,15.671667
94049589,589110,1,6150275324,1629820620,0.6,1.2000000000000002,0.27,0.706,0,0,2.1923076,4.5,2.5,0.75,0,0.4608264,13.179134
54580962,588864,1,6148933083,1629738183,0.6,0,0.111,0.47,0,0,1.9354839,7,1.5,0,0,3.2322205,14.8487044
86738694,588864,1,6148933083,1629738183,4.5,1.5,0.897,1.06,2,1,2.61290325,1,1,2.5,0,0.0216828585,18.091586108500003
152962063,588864,1,6148933083,1629738183,0.8999999999999999,-0.2999999999999998,0.885,0.89,0,0,1.74193542,0,0,0.5,0,1.926157,6.54309242
77490514,588864,1,6148933083,1629738183,2.1,-0.5999999999999996,0.549,0.762,0,0,1.83870972,0.5,0.5,1,0,1.50754395,8.157253670000001
401792574,588864,1,6148933083,1629738183,0.8999999999999999,0,0.318,0.616,0,0,1.6451613,1.5,1,2,4,0.267834475,12.246995775000002
898754153,588864,1,6148933083,1629738183,5.7,1.8,1.317,1.508,5,2,2.0000001,0,1.5,1.5,0,0.13321284,22.45821294
