player_id,player_name,team_id,player_role
10366616,Sneyking,8291895,Support
16497807,tOfu,8599101,Support
25907144,Cr1t-,39,Support
54580962,Insania,2163,Support
73562326,zai,2163,Core
77490514,Boxi,2163,Support
81475303,Yamsun,8728920,Core
84429681,Moo,8728920,Core
84772440,iceiceice,8214850,Core
86698277,33,8291895,Core
86745912,天鸽,39,Core
87012746,kpii,8668460,Core
87063175,Lelis,8728920,Support
91730177,Seleri,8599101,Support
94155156,Fly,39,Support
94281932,Karl,8668460,Mid
94738847,chalice,8574561,Core
94786276,Nine,8291895,Mid
96183976,TA2000,8894818,Core
97590558,Ace ♠,8599101,Core
100058342,skiter,8291895,Core
101695162,fy,8574561,Support
102099826,DJ,8214850,Support
103735745,Saksa,8291895,Support
106305042,Larl,7119388,Mid
106863163,Somnus,8574561,Mid
110448679,Husky,8728920,Support
111114687,WhyouSm1Le,15,Support
111620041,Suma1L-,6209166,Mid
113331514,Miposhka,7119388,Support
116934015,dyrachyo,8599101,Core
117089283,Panda,8255756,Support
119631156,stingeR,8254400,Support
124801257,Nightfall,8255888,Core
126212866,SaberLight,39,Core
126238768,Gunnar,8728920,Mid
129958758,Xxs,6209166,Core
132309493,Raven^,8668460,Core
132851371,RAMZES666,7422789,Core
134556694,Solo,7422789,Support
136421659,qyqx,5,Support
138543123,Pyw,5,Support
140297552,No!ob™,8894818,Mid
145550466,DuBu,8214850,Support
145957968,niu,15,Core
148215639,Monet,6209166,Core
150961567,planet,15,Support
152168157,OmaR,8894818,Support
152962063,m1CKe,2163,Core
153836240,C.smile <,8255756,Mid
154715080,Abed,39,Mid
155332459,Matthew,8255756,Support
155494381,TIMS,8668460,Support
156029808,Carlo,8254145,Support
157989498,Scofield,8254400,Support
158847773,天命,8574561,Support
161839895,Antares,7422789,Support
164685175,K1 tqmD,8254400,Core
165564598,MieRo`,7422789,Core
173378701,Bob,8254145,Mid
173978074,NothingToSay,15,Mid
183378746,皮球,6209166,Support
183719386,AMMAR_THE_F,8894818,Core
184950344,BossKu^,8668460,Support
185908355,Lou,8574561,Core
199222238,Dust,5,Core
201358612,Nisha,2163,Mid
202217968,Emo,5,Mid
207829314,BoBoKa,6209166,Support
221666230,Quinn,8599101,Mid
256156323,Mira,7119388,Support
262838756,Kordan,8214850,Mid
292921272,Wisper,8255756,Core
302214028,Collapse,7119388,Core
317880638,Save-,8255888,Support
320219866,kaori,8894818,Support
320252024,shiro,15,Core
321580662,Yatoro雨,7119388,Core
331855530,Pure~,8255888,Core
337575662,Tino,8254145,Core
339235645,Pakazs,8255756,Core
352545711,DarkMago♡,8254400,Mid
389022189,Palos,8254145,Core
392565237,JACKKY,8214850,Core
399862798,Shanks,8254145,Support
408729743,Sacred,8254400,Core
431770905,TORONTOTOKYO,8255888,Support
480412663,gpk~,8255888,Mid
858106446,kiyotaka,7422789,Mid
1171877280,项羽,5,Core
