player_id,player_name,team_id,player_role
10366616,Sneyking,8291895,Support
16497807,tOfu,8599101,Support
25907144,Cr1t-,39,Support
54580962,Insania,2163,Support
56351509,DM,2586976,Core
73562326,zai,2163,Core
76904792,poloson,8244493,Support
77490514,Boxi,2163,Support
86698277,33,8291895,Core
86745912,天鸽,39,Core
91730177,Seleri,8599101,Support
93618577,bzm,2586976,Mid
94155156,Fly,39,Support
94786276,Nine,8291895,Mid
97590558,Ace ♠,8599101,Core
97658618,Timado,8260983,Core
100058342,skiter,8291895,Core
100471531,Jabz,8597976,Core
101259972,Oli~,8597976,Support
103735745,Saksa,8291895,Support
106305042,Larl,7119388,Mid
111114687,WhyouSm1Le,15,Support
113331514,Miposhka,7119388,Support
113457795,MooN,8244493,Mid
116585378,MidOne,8244493,Core
116934015,dyrachyo,8599101,Core
117089283,Panda,8255756,Support
117483894,Chu,2586976,Support
119576842,- 米克 -,8244493,Support
119631156,stingeR,8254400,Support
124801257,Nightfall,8255888,Core
126212866,SaberLight,39,Core
129958758,Xxs,6209166,Core
132851371,RAMZES666,7422789,Core
134556694,Solo,7422789,Support
136421659,qyqx,5,Support
136829091,Whitemon,8260983,Support
137193239,Paparazi灬,8261500,Mid
138543123,Pyw,5,Support
138857296,JT-,8261500,Core
139876032,Kaka,8261500,Support
143693439,Dy,8261500,Support
147767183,zeal,15,Core
148215639,Monet,6209166,Core
150961567,planet,15,Support
152962063,m1CKe,2163,Core
153836240,C.smile <,8255756,Mid
154715080,Abed,39,Mid
155332459,Matthew,8255756,Support
156029808,Carlo,8254145,Support
157989498,Scofield,8254400,Support
161839895,Antares,7422789,Support
164685175,K1 tqmD,8254400,Core
165564598,MieRo`,7422789,Core
167976729,yuragi,2586976,Core
173378701,Bob,8254145,Mid
173978074,NothingToSay,15,Mid
183378746,皮球,6209166,Support
184620877,kasane,8260983,Core
193815691,Q,8597976,Support
199222238,Dust,5,Core
201358612,Nisha,2163,Mid
202217968,Emo,5,Mid
206379758,CDR,8244493,Core
206642367,Ghost,8261500,Core
207829314,BoBoKa,6209166,Support
221666230,Quinn,8599101,Mid
238239590,Bryle,8260983,Mid
255219872,Xwy,6209166,Mid
256156323,Mira,7119388,Support
292921272,Wisper,8255756,Core
301750126,Mikoto,8597976,Mid
302214028,Collapse,7119388,Core
317880638,Save-,8255888,Support
320252024,shiro,15,Core
321580662,Yatoro雨,7119388,Core
331855530,Pure~,8255888,Core
337575662,Tino,8254145,Core
339235645,Pakazs,8255756,Core
346412363,Ari,8260983,Support
352545711,DarkMago♡,8254400,Mid
375507918,23,8597976,Core
389022189,Palos,8254145,Core
399862798,Shanks,8254145,Support
401792574,Taiga,2586976,Support
408729743,Sacred,8254400,Core
431770905,TORONTOTOKYO,8255888,Support
480412663,gpk~,8255888,Mid
858106446,kiyotaka,7422789,Mid
1171877280,项羽,5,Core
